,usage_type,fuel_type,energy_kwh
4714,commercial,electric,1083.827187204224
4715,residential,electric,238.61828692628694
4716,residential,electric,253.18099348160354
4717,residential,electric,210.55382787591316
4718,residential,electric,201.0689156835113
4719,residential,electric,279.10939154725804
4720,residential,electric,215.43920705943103
4721,residential,electric,164.6177387547341
4722,residential,electric,243.9390454615101
4723,agriculture,electric,924.7575434313077
4724,residential,electric,231.157621229402
4725,residential,electric,160.46945210866969
4726,industrial,electric,34146.0182125763
4727,residential,electric,354.8879515162202
4728,residential,electric,156.33407518090524
4729,residential,electric,187.91475711448837
4730,residential,electric,217.53516899307658
4731,other,electric,2856.8458217118714
4732,residential,electric,197.0760702827584
4733,residential,electric,250.57030688473196
4734,industrial,electric,15669.614313135995
4735,commercial,electric,884.7397066783757
4736,residential,electric,132.07702856111567
4737,industrial,electric,30757.204536022982
4738,residential,electric,141.22691543026573
4739,industrial,electric,80204.28984504248
4740,residential,electric,196.44937011539875
4741,commercial,electric,1443.1749648168493
4742,commercial,electric,1174.228340305824
4743,commercial,electric,510.0743943104774
4744,residential,electric,238.71303640459965
4745,industrial,electric,25929.883922919867
4746,residential,electric,134.68854190684263
4747,residential,electric,195.85641633134642
4748,agriculture,electric,1028.8354482778122
4749,residential,electric,91.60523043916717
4750,commercial,electric,950.0471880182295
4751,residential,electric,229.60849103355068
4752,residential,electric,233.2564355491397
4753,residential,electric,132.62135958319516
4754,industrial,electric,34898.95580295601
4755,commercial,electric,870.811195930114
4756,commercial,electric,2381.7884398942906
4757,residential,electric,233.43620435641833
4758,commercial,electric,713.5087128410084
4759,commercial,electric,2355.360184708637
4760,residential,electric,256.7477577865721
4761,residential,electric,239.01340675596782
4762,agriculture,electric,1231.419951642801
4763,residential,electric,261.2914312228101
4764,commercial,electric,909.3342645166672
4765,residential,electric,151.7824035582076
4766,residential,electric,169.87284715364234
4767,commercial,electric,1050.3261323684555
4768,industrial,electric,27761.092455251423
4769,residential,electric,141.0324818640295
4770,residential,electric,138.0032387325635
4771,residential,electric,107.72861879941676
4772,residential,electric,170.2167807347194
4773,residential,electric,255.5562295183136
4774,industrial,electric,18406.300134316152
4775,residential,electric,191.03247944952807
4776,residential,electric,177.2456456915533
4777,commercial,electric,1551.7753474237225
4778,industrial,electric,35091.43162497369
4779,residential,electric,161.48536834721244
4780,residential,electric,148.0460453989173
4781,commercial,electric,1919.5739380208495
4782,residential,electric,274.55839208057716
4783,industrial,electric,12685.881959987573
4784,industrial,electric,36650.63117465806
4785,other,electric,6661.740370822871
4786,residential,electric,180.0164679907844
4787,other,electric,6612.065309023902
4788,commercial,electric,1675.0779858297142
4789,residential,electric,162.90293016321507
4790,residential,electric,194.4836056111823
4791,residential,electric,123.42770760250015
4792,commercial,electric,870.5853838429529
4793,commercial,electric,2362.6930202630124
4794,residential,electric,169.87888546703346
4795,agriculture,electric,713.9590005458768
4796,other,electric,3778.970324679165
4797,residential,electric,253.63592849317348
4798,industrial,electric,56400.97481852678
4799,residential,electric,354.64915856383493
4800,residential,electric,162.41497335126343
4801,residential,electric,187.3052612029812
4802,residential,electric,301.5365735016747
4803,residential,electric,258.83787846615064
4804,commercial,electric,1172.5603692603313
4805,industrial,electric,65635.15217765643
4806,residential,electric,230.5347625674925
4807,other,electric,4370.930180500952
4808,commercial,electric,924.9139536128797
4809,industrial,electric,10965.650101373405
4810,residential,electric,106.28430951913319
4811,industrial,electric,51629.543917131414
4812,agriculture,electric,693.8613305353256
4813,residential,electric,220.72110711148784
4814,residential,electric,246.99855084081238
4815,industrial,electric,37358.31838318915
4816,residential,electric,138.78361475240885
4817,residential,electric,189.7790868722543
4818,commercial,electric,998.5353837154347
4819,commercial,electric,1317.5611303875057
4820,residential,electric,193.69810795329818
4821,commercial,electric,1428.7009335708906
4822,other,electric,3932.9584428402095
4823,commercial,electric,1160.5474158854684
4824,residential,electric,240.893389643136
4825,residential,electric,225.89285218145795
4826,residential,electric,189.6534256504339
4827,commercial,electric,2636.667775613481
4828,residential,electric,216.03755999778315
4829,residential,electric,149.0631105277491
4830,industrial,electric,72541.91961665542
4831,residential,electric,233.43857506502906
4832,residential,electric,111.99350531847115
4833,residential,electric,174.94139716395165
4834,residential,electric,138.43759322373685
4835,residential,electric,168.2765790314474
4836,other,electric,8488.544158899052
4837,residential,electric,194.5729869704953
4838,residential,electric,157.3632873898251
4839,commercial,electric,594.1927709957079
4840,residential,electric,137.36258406876513
4841,residential,electric,151.17270421060934
4842,commercial,electric,2592.1589540565556
4843,residential,electric,146.40974868599207
4844,agriculture,electric,762.6021160778014
4845,industrial,electric,70589.5724452597
4846,residential,electric,233.5791710025694
4847,commercial,electric,2026.335806307032
4848,other,electric,9091.41837798263
4849,other,electric,5468.266374511455
4850,agriculture,electric,1012.7677345053424
4851,residential,electric,158.791052116662
4852,commercial,electric,1572.225372295594
4853,residential,electric,117.35623969245525
4854,commercial,electric,1052.6814475200938
4855,commercial,electric,1333.5241002265227
4856,commercial,electric,1196.429852776639
4857,commercial,electric,1997.2257995775894
4858,commercial,electric,1076.8271469162416
4859,residential,electric,161.8204721312824
4860,industrial,electric,49758.29027875986
4861,commercial,electric,2475.5847984946636
4862,residential,electric,136.33282388858643
4863,commercial,electric,2686.4381124353695
4864,residential,electric,179.93465051908026
4865,industrial,electric,39888.76829187855
4866,other,electric,4886.41112441481
4867,residential,electric,173.4385803167829
4868,commercial,electric,2722.853737541095
4869,agriculture,electric,348.17621599394136
4870,residential,electric,124.67989710202805
4871,residential,electric,157.19707727445422
4872,commercial,electric,1395.7130092640637
4873,commercial,electric,621.1847510036058
4874,residential,electric,153.44408993038275
4875,agriculture,electric,1387.9120279467056
4876,industrial,electric,15187.210224567925
4877,residential,electric,175.2802902165646
4878,residential,electric,295.0428140940343
4879,agriculture,electric,1470.6284065825948
4880,commercial,electric,1455.6444489778255
4881,residential,electric,184.18597766717662
4882,commercial,electric,951.629641003644
4883,residential,electric,102.82564443135128
4884,commercial,electric,1497.7999630348181
4885,residential,electric,211.24486552609355
4886,commercial,electric,3229.799872304824
4887,residential,electric,191.36981689381844
4888,residential,electric,218.4811906336099
4889,commercial,electric,768.2770741235356
4890,residential,electric,141.8915324550042
4891,residential,electric,222.81900488480508
4892,residential,electric,114.07285665726258
4893,residential,electric,175.00872968450557
4894,residential,electric,133.57309536403952
4895,residential,electric,152.2066085547225
4896,residential,electric,104.42132692916651
4897,commercial,electric,1171.9548333983507
4898,residential,electric,170.23005606560176
4899,residential,electric,229.64349683665375
4900,residential,electric,195.97685290680312
4901,commercial,electric,798.9174276589533
4902,agriculture,electric,826.3344062118393
4903,residential,electric,170.4668787970059
4904,commercial,electric,1023.337266081398
4905,industrial,electric,34771.99277352251
4906,residential,electric,185.73553176506502
4907,residential,electric,153.47131487282684
4908,agriculture,electric,642.051868518138
4909,commercial,electric,676.8158599965625
4910,residential,electric,155.4338290667689
4911,residential,electric,152.06613886473963
4912,residential,electric,211.90401367882856
4913,residential,electric,149.57364705441117
4914,other,electric,3525.2195362689467
4915,residential,electric,143.03877332921698
4916,agriculture,electric,744.5728601313403
4917,industrial,electric,52165.62095861376
4918,residential,electric,134.94090464107836
4919,residential,electric,255.55527752679575
4920,residential,electric,130.96757652611706
4921,residential,electric,391.45738195401225
4922,other,electric,5402.843003274453
4923,commercial,electric,1154.130700990921
4924,residential,electric,108.50525616010549
4925,residential,electric,300.763273545128
4926,industrial,electric,89352.81900901429
4927,other,electric,11379.19113252659
4928,industrial,electric,193756.0306055067
4929,residential,electric,98.67459234895378
4930,residential,electric,314.35734316903194
4931,commercial,electric,1496.916660407412
4932,residential,electric,255.850995771064
4933,residential,electric,111.09082611860784
4934,commercial,electric,1435.1643143554413
4935,residential,electric,124.14943751989189
4936,residential,electric,151.6064981929621
4937,commercial,electric,511.5682041884463
4938,residential,electric,291.2869536355764
4939,residential,electric,143.55786462395557
4940,industrial,electric,66631.1651637589
4941,industrial,electric,16352.852101469656
4942,residential,electric,131.70074686875438
4943,residential,electric,163.0699029947758
4944,commercial,electric,1732.5663823033158
4945,commercial,electric,1282.9299179946406
4946,commercial,electric,2060.8338050231137
4947,commercial,electric,1396.2867148798816
4948,commercial,electric,587.7257055216407
4949,commercial,electric,2453.311373427336
4950,residential,electric,248.59903943540283
4951,residential,electric,117.7132084107593
4952,residential,electric,204.47652769759273
4953,other,electric,7629.991325483054
4954,commercial,electric,1293.0552187106493
4955,industrial,electric,11867.688139023068
4956,residential,electric,453.76213398197194
4957,residential,electric,230.7521413838534
4958,industrial,electric,41245.067642049624
4959,residential,electric,141.39745030085342
4960,residential,electric,192.82710343444364
4961,commercial,electric,1924.2971078649389
4962,residential,electric,195.33575216567255
4963,residential,electric,173.6967731898489
4964,residential,electric,218.0355096775694
4965,residential,electric,327.9461973470858
4966,residential,electric,284.91901936849223
4967,residential,electric,190.6562250225803
4968,commercial,electric,1759.7678745557844
4969,commercial,electric,1354.5610120855254
4970,industrial,electric,26629.287889334348
4971,residential,electric,201.06339369975592
4972,residential,electric,313.0021272858543
4973,industrial,electric,35143.14598008057
4974,residential,electric,263.3089130348765
4975,residential,electric,131.10248614741263
4976,residential,electric,401.479975570102
4977,residential,electric,147.37755076391903
4978,residential,electric,176.60314849143077
4979,agriculture,electric,839.9209621237594
4980,industrial,electric,50563.23435882113
4981,residential,electric,170.60081876127575
4982,residential,electric,158.68319684282997
4983,residential,electric,106.74396622496597
4984,agriculture,electric,588.9802010979212
4985,residential,electric,267.44996445463914
4986,residential,electric,138.53909854284586
4987,residential,electric,288.3073649342938
4988,industrial,electric,68210.0235833029
4989,industrial,electric,77103.7919092008
4990,residential,electric,223.23446167933142
4991,residential,electric,134.75618702298326
4992,residential,electric,165.57150499523266
4993,industrial,electric,75823.30614019209
4994,commercial,electric,2058.7644276199867
4995,industrial,electric,25103.01111149877
4996,residential,electric,156.39851448074413
4997,industrial,electric,26538.17437975051
4998,other,electric,4463.009822037938
4999,industrial,electric,16962.049765080053
5000,residential,electric,186.94166203399465
5001,commercial,electric,3101.768651051744
5002,residential,electric,257.08885614736766
5003,other,electric,2577.6600459473466
5004,residential,electric,285.4843367314677
5005,residential,electric,121.95314306582972
5006,agriculture,electric,748.6684777518046
5007,commercial,electric,1410.454846096786
5008,residential,electric,130.50184125962406
5009,residential,electric,276.2580086548825
5010,residential,electric,232.81862981127387
5011,commercial,electric,1545.4716037184687
5012,residential,electric,168.14482551447432
5013,residential,electric,85.27308925818281
5014,residential,electric,239.95064612950952
5015,commercial,electric,901.4127259153028
5016,residential,electric,161.24117849180587
5017,agriculture,electric,561.028543784893
5018,residential,electric,133.55060600551712
5019,industrial,electric,84081.03043294423
5020,commercial,electric,2852.7688867468055
5021,other,electric,6922.39196496022
5022,residential,electric,126.26362412404431
5023,residential,electric,230.66699246810242
5024,residential,electric,82.77768246748052
5025,other,electric,4015.0297645039914
5026,agriculture,electric,713.3325771899854
5027,industrial,electric,159293.35504582274
5028,residential,electric,168.22653162572578
5029,residential,electric,145.73964041527918
5030,residential,electric,117.62281383861307
5031,residential,electric,192.7197650495516
5032,other,electric,5002.332065581136
5033,industrial,electric,34018.25777656877
5034,residential,electric,247.38683609629152
5035,residential,electric,103.20816873023016
5036,industrial,electric,24822.152286197605
5037,residential,electric,225.26628487897528
5038,industrial,electric,51508.20163730221
5039,residential,electric,169.42264455638687
5040,residential,electric,213.5536751784885
5041,residential,electric,155.64216868968035
5042,commercial,electric,2461.8798598274157
5043,industrial,electric,75453.14584250472
5044,residential,electric,132.00120478079714
5045,residential,electric,138.6734701597286
5046,residential,electric,218.5423796666219
5047,residential,electric,253.3914660236659
5048,residential,electric,280.5132613485627
5049,residential,electric,173.71140354332712
5050,residential,electric,323.06527051299975
5051,commercial,electric,2514.1694697403786
5052,residential,electric,289.4285040438738
5053,residential,electric,161.257527451335
5054,residential,electric,284.4848279171016
5055,residential,electric,247.75543012679677
5056,residential,electric,342.2819345495468
5057,residential,electric,241.95794378391525
5058,commercial,electric,831.0207919702431
5059,residential,electric,121.5499037764247
5060,commercial,electric,1257.9531418306872
5061,commercial,electric,1500.3854901750576
5062,residential,electric,112.74075428717546
5063,commercial,electric,1123.6649985404188
5064,residential,electric,181.61767104687712
5065,residential,electric,148.12215427627635
5066,other,electric,9207.652305102032
5067,residential,electric,206.01503346708293
5068,residential,electric,190.7294154205543
5069,commercial,electric,1561.7284562440673
5070,other,electric,5120.151905891938
5071,residential,electric,132.16738464571085
5072,residential,electric,155.6895982201676
5073,residential,electric,169.02843839793263
5074,industrial,electric,39041.60563790184
5075,industrial,electric,23986.376658784167
5076,residential,electric,258.84891342599195
5077,commercial,electric,515.8547678215806
5078,commercial,electric,1815.4340737586024
5079,commercial,electric,1411.7689297872753
5080,industrial,electric,114355.69741862174
5081,commercial,electric,1623.749547024343
5082,residential,electric,167.96634542288882
5083,other,electric,5802.858293508042
5084,residential,electric,181.4407046054716
5085,residential,electric,164.49142858056575
5086,commercial,electric,1168.5349014659428
5087,residential,electric,266.8953749953282
5088,residential,electric,152.8667847006365
5089,commercial,electric,1594.108116961045
5090,residential,electric,173.09530444795837
5091,residential,electric,252.45249165919293
5092,residential,electric,230.7922930886566
5093,residential,electric,179.6421323041172
5094,industrial,electric,47760.037931655774
5095,residential,electric,242.46703724413572
5096,commercial,electric,1974.5568689818133
5097,residential,electric,340.0141007980362
5098,industrial,electric,68054.93758638679
5099,residential,electric,211.1887308124846
5100,residential,electric,134.64838068294532
5101,commercial,electric,2257.6915065086723
5102,residential,electric,210.855015869314
5103,agriculture,electric,823.133714765976
5104,residential,electric,88.8939496175944
5105,commercial,electric,2601.9106115818486
5106,residential,electric,163.85939025459322
5107,residential,electric,96.91356466612591
5108,agriculture,electric,806.666008594428
5109,residential,electric,134.41453454607685
5110,residential,electric,298.8331268724001
5111,commercial,electric,1842.991833078285
5112,commercial,electric,773.8969547031788
5113,residential,electric,196.71850936965257
5114,commercial,electric,2354.9792006306566
5115,residential,electric,258.7370230529593
5116,residential,electric,143.42920042413698
5117,commercial,electric,977.8029127815072
5118,residential,electric,122.06302641568698
5119,commercial,electric,978.3679136326771
5120,residential,electric,176.68218364224538
5121,commercial,electric,1224.3769964235105
5122,commercial,electric,1539.9198589029504
5123,residential,electric,204.95551260689325
5124,residential,electric,203.450270820827
5125,commercial,electric,1508.3361430235932
5126,industrial,electric,118077.97488285266
5127,residential,electric,173.04835694010018
5128,commercial,electric,673.3467648212048
5129,agriculture,electric,639.9806836400943
5130,residential,electric,291.49386950937617
5131,commercial,electric,1535.2630652516716
5132,residential,electric,160.5739868217464
5133,industrial,electric,23844.86735751317
5134,residential,electric,263.93896986813974
5135,residential,electric,238.04647533131407
5136,residential,electric,148.25025316163413
5137,other,electric,3046.945431449379
5138,residential,electric,252.06137447742984
5139,residential,electric,133.50117812927718
5140,industrial,electric,90239.95561203422
5141,commercial,electric,1297.5573891193399
5142,residential,electric,135.967395188776
5143,agriculture,electric,527.8326660380932
5144,agriculture,electric,627.6010536681665
5145,commercial,electric,2375.8751565899856
5146,residential,electric,243.27442754947825
5147,commercial,electric,1964.2704155353263
5148,residential,electric,204.01813007661448
5149,other,electric,4635.068889267588
5150,residential,electric,263.2616489769614
5151,commercial,electric,2162.777305816986
5152,residential,electric,142.2636862486062
5153,residential,electric,174.01866226363663
5154,residential,electric,162.2776307846789
5155,commercial,electric,1269.518850302434
5156,industrial,electric,35302.31108549599
5157,other,electric,5717.411121813106
5158,industrial,electric,62508.66802182105
5159,residential,electric,128.82132552293365
5160,commercial,electric,2020.9475337884028
5161,residential,electric,176.85783740815245
5162,residential,electric,214.40938591694905
5163,agriculture,electric,579.5778470707322
5164,commercial,electric,707.1804658594473
5165,residential,electric,138.91609887454746
5166,residential,electric,233.03381008955682
5167,commercial,electric,948.5490131920617
5168,residential,electric,258.75846419952893
5169,commercial,electric,1824.5395540046425
5170,industrial,electric,73948.14923396046
5171,other,electric,3297.1545260938574
5172,residential,electric,146.43052996255437
5173,residential,electric,179.69796355130885
5174,residential,electric,313.76451244972384
5175,commercial,electric,1330.175990887127
5176,commercial,electric,1263.6715305121495
5177,residential,electric,116.55642899574823
5178,residential,electric,183.89188273675418
5179,residential,electric,159.48403096095896
5180,residential,electric,154.53404472272376
5181,residential,electric,187.31474677397702
5182,other,electric,7101.4769583351335
5183,residential,electric,255.67265483768233
5184,commercial,electric,2342.8584409536793
5185,residential,electric,121.16560153815529
5186,residential,electric,123.98852070533535
5187,residential,electric,179.31460837525904
5188,commercial,electric,1572.7570306970438
5189,residential,electric,270.5292171818544
5190,residential,electric,249.94568759352674
5191,residential,electric,210.96368650988046
5192,residential,electric,135.4642221478531
5193,residential,electric,137.7927331963517
5194,residential,electric,205.32667724845598
5195,residential,electric,160.04844386721527
5196,industrial,electric,24499.020371319348
5197,residential,electric,116.38955417760235
5198,residential,electric,180.52654939285574
5199,commercial,electric,1354.3478917638286
5200,other,electric,4920.032091995845
5201,residential,electric,168.22689604647942
5202,commercial,electric,964.0291782735015
5203,residential,electric,154.6503767077509
5204,residential,electric,167.9539868666539
5205,residential,electric,170.41338808296535
5206,residential,electric,253.0943084470949
5207,residential,electric,187.67239681102103
5208,residential,electric,285.18170679671005
5209,industrial,electric,75301.4783048142
5210,residential,electric,178.82249540247196
5211,residential,electric,213.39791715076805
5212,residential,electric,266.2552475774754
5213,residential,electric,180.09093725853558
5214,residential,electric,169.70678715926616
5215,residential,electric,145.0083181849882
5216,residential,electric,320.3999871569886
5217,commercial,electric,2150.722936470343
5218,residential,electric,133.50544624796916
5219,commercial,electric,695.2672387095638
5220,residential,electric,152.174189107826
5221,industrial,electric,38860.39347734792
5222,residential,electric,324.64482397308905
5223,residential,electric,219.34350347395545
5224,other,electric,7446.206857623002
5225,agriculture,electric,568.1730798263523
5226,residential,electric,169.2842084307369
5227,commercial,electric,1583.0588458858076
5228,residential,electric,161.74842704650362
5229,residential,electric,195.3179845528267
5230,residential,electric,211.1504309705889
5231,residential,electric,133.871102306757
5232,residential,electric,179.77717377523976
5233,commercial,electric,700.0211260934362
5234,residential,electric,110.15517984419697
5235,commercial,electric,1453.3131987757342
5236,residential,electric,95.74581282196411
5237,residential,electric,120.40560503825898
5238,commercial,electric,2510.144683907133
5239,other,electric,4204.162790315679
5240,other,electric,6842.146757643907
5241,other,electric,5162.27798275298
5242,residential,electric,172.8217051323377
5243,residential,electric,171.49721544749823
5244,residential,electric,290.49108835753805
5245,residential,electric,206.89538260716293
5246,residential,electric,117.38614481437064
5247,agriculture,electric,635.8953046721183
5248,residential,electric,186.86487138701972
5249,commercial,electric,1492.8983330223512
5250,residential,electric,138.46355268944941
5251,residential,electric,160.12315968770068
5252,commercial,electric,2412.6576209449236
5253,residential,electric,157.17641361419038
5254,residential,electric,212.26132005080163
5255,residential,electric,200.09837024264078
5256,residential,electric,221.55338233541133
5257,residential,electric,378.1054304645328
5258,residential,electric,200.8042927378239
5259,residential,electric,155.85618840230873
5260,residential,electric,269.1434193545759
5261,residential,electric,214.26679068752847
5262,residential,electric,148.3586223562438
5263,residential,electric,159.2781368447562
5264,residential,electric,224.60496431246054
5265,residential,electric,233.88908001866483
5266,residential,electric,197.37749892722945
5267,commercial,electric,2418.432342019169
5268,commercial,electric,1186.000713211912
5269,residential,electric,273.86014120462994
5270,residential,electric,195.56051514218683
5271,commercial,electric,819.8140227053951
5272,residential,electric,122.42395312973092
5273,residential,electric,102.06768067319683
5274,residential,electric,212.71294462369585
5275,residential,electric,196.0020485756825
5276,residential,electric,204.8677961826911
5277,residential,electric,180.00314084885352
5278,residential,electric,215.78050069058042
5279,residential,electric,215.15509640817652
5280,agriculture,electric,619.4630326674494
5281,commercial,electric,2239.4233796715994
5282,residential,electric,236.61710258357778
5283,residential,electric,148.82940042213133
5284,other,electric,2851.383716905601
5285,commercial,electric,2396.471482330804
5286,industrial,electric,48854.45957221041
5287,residential,electric,296.6860479685802
5288,residential,electric,228.94474692230932
5289,residential,electric,106.93954345574082
5290,residential,electric,285.5601899311002
5291,residential,electric,206.84239599973463
5292,agriculture,electric,1188.3081145301642
5293,residential,electric,99.83232789140357
5294,commercial,electric,794.1014820617826
5295,residential,electric,154.2139715418732
5296,other,electric,4055.74512802492
5297,residential,electric,150.74753117934847
5298,commercial,electric,3370.252688587755
5299,residential,electric,153.23291323097448
5300,commercial,electric,1506.4364131269697
5301,residential,electric,166.9137848822111
5302,commercial,electric,2115.5692729617504
5303,industrial,electric,65963.21898289345
5304,commercial,electric,2599.994454998527
5305,residential,electric,146.89837545465835
5306,industrial,electric,24799.945070707035
5307,residential,electric,190.60176922004874
5308,agriculture,electric,420.5205049751204
5309,residential,electric,182.20725267420673
5310,residential,electric,250.39154762903004
5311,agriculture,electric,1351.2389082204288
5312,residential,electric,168.51238572986378
5313,commercial,electric,1263.907270791
5314,residential,electric,148.62740863260012
5315,residential,electric,147.47578852207198
5316,agriculture,electric,571.4444497268234
5317,commercial,electric,2366.3718087020534
5318,residential,electric,221.91154285895038
5319,residential,electric,137.64704139565515
5320,commercial,electric,1192.4528170876813
5321,residential,electric,208.7983260098561
5322,residential,electric,156.73260857692446
5323,industrial,electric,21621.054527959073
5324,industrial,electric,44112.23904640043
5325,residential,electric,213.78286202230396
5326,residential,electric,234.03764590665313
5327,industrial,electric,73554.93632877433
5328,residential,electric,199.84464520377315
5329,commercial,electric,1459.6497664650337
5330,residential,electric,204.7690378367533
5331,industrial,electric,88155.24482835403
5332,residential,electric,203.05505697416544
5333,commercial,electric,1756.2247410188754
5334,industrial,electric,50327.70853204721
5335,residential,electric,112.52305275902432
5336,residential,electric,151.78823864338102
5337,residential,electric,176.9962426241419
5338,commercial,electric,1526.9586182333137
5339,residential,electric,127.90449865286519
5340,residential,electric,210.4540835132572
5341,residential,electric,173.02763521187416
5342,residential,electric,149.62450673839217
5343,commercial,electric,1130.6471112070155
5344,residential,electric,200.76857989811467
5345,residential,electric,231.66620519023306
5346,residential,electric,183.55548045607185
5347,commercial,electric,1884.4486707449287
5348,commercial,electric,2160.9168874696566
5349,commercial,electric,1495.3852686474168
5350,residential,electric,267.09446475240685
5351,residential,electric,409.87036691341564
5352,residential,electric,158.6470979327047
5353,residential,electric,324.06353890299334
5354,residential,electric,102.48741987595996
5355,residential,electric,169.86719011288886
5356,commercial,electric,3394.568166069276
5357,residential,electric,170.21208803236675
5358,residential,electric,158.8922530626227
5359,residential,electric,326.28941180755294
5360,commercial,electric,523.7377716362229
5361,residential,electric,195.66107825374922
5362,residential,electric,204.46213018063952
5363,residential,electric,135.7133828096858
5364,residential,electric,179.21468708836142
5365,residential,electric,167.31108280764457
5366,commercial,electric,2237.5643078552744
5367,residential,electric,176.25601069183318
5368,commercial,electric,1300.0189549326467
5369,residential,electric,152.35038734116924
5370,commercial,electric,878.243557866403
5371,residential,electric,153.38735294839114
5372,residential,electric,231.41100876733648
5373,commercial,electric,3051.5487246777893
5374,residential,electric,161.96459555148246
5375,residential,electric,221.141767433572
5376,residential,electric,184.1387963774654
5377,residential,electric,268.7428197274158
5378,residential,electric,196.1465162535555
5379,commercial,electric,1200.2339651439213
5380,residential,electric,234.8822129538132
5381,commercial,electric,1830.2973497887576
5382,residential,electric,177.24258152159786
5383,commercial,electric,1144.5842215757973
5384,commercial,electric,924.7516439272082
5385,residential,electric,166.9548642474202
5386,residential,electric,193.26486356463295
5387,residential,electric,158.2423551528972
5388,residential,electric,159.47596149521348
5389,residential,electric,129.47446072761227
5390,residential,electric,161.29657551159875
5391,industrial,electric,25591.72062099369
5392,other,electric,4138.724593241697
5393,residential,electric,251.67731122861895
5394,industrial,electric,37456.84508158732
5395,commercial,electric,1614.6189873925996
5396,commercial,electric,1193.9478848291337
5397,agriculture,electric,572.0537378810269
5398,commercial,electric,1346.602627271872
5399,residential,electric,225.01774339496046
5400,residential,electric,159.2974181198588
5401,commercial,electric,1841.4412940158588
5402,residential,electric,245.9141297924021
5403,industrial,electric,46857.12071733474
5404,residential,electric,197.88667120084278
5405,industrial,electric,54859.45392097355
5406,residential,electric,200.98639621950466
5407,industrial,electric,65276.97990680096
5408,residential,electric,256.1455514615325
5409,residential,electric,158.3498347155251
5410,residential,electric,180.15906321504522
5411,residential,electric,157.4241364104307
5412,commercial,electric,1422.3801564876103
5413,residential,electric,97.07936888532531
5414,residential,electric,230.08714134453507
5415,residential,electric,127.40695299206666
5416,residential,electric,267.539161861795
5417,industrial,electric,15292.057016394143
5418,commercial,electric,2324.521374947056
5419,commercial,electric,1001.3733133400699
5420,residential,electric,164.83699365403737
5421,residential,electric,228.98300893923226
5422,residential,electric,182.53470122208645
5423,residential,electric,198.2666886847803
5424,residential,electric,138.6333886860058
5425,residential,electric,185.96834448314405
5426,industrial,electric,29833.382300850648
5427,residential,electric,142.88745604691425
5428,other,electric,5395.656667851252
5429,residential,electric,146.44582506460657
5430,residential,electric,145.73395232540304
5431,residential,electric,163.02042250141037
5432,residential,electric,125.9361654948205
5433,residential,electric,173.48614997093713
5434,commercial,electric,1301.228669550811
5435,residential,electric,287.57461017194436
5436,residential,electric,236.65084878371925
5437,residential,electric,209.88239782081885
5438,commercial,electric,943.5439793383123
5439,commercial,electric,1521.5633630367854
5440,residential,electric,194.25460484455394
5441,residential,electric,177.10981085124635
5442,residential,electric,249.6325180903232
5443,residential,electric,115.4511227237342
5444,residential,electric,175.18172022814943
5445,residential,electric,192.10555914084142
5446,residential,electric,228.217685938491
5447,residential,electric,164.0341007656595
5448,residential,electric,152.96752606322653
5449,residential,electric,175.1793338289587
5450,industrial,electric,30131.277163902738
5451,other,electric,3482.555440429865
5452,residential,electric,183.94719958170995
5453,residential,electric,230.77320937621568
5454,residential,electric,183.11509698338412
5455,commercial,electric,512.1419509894454
5456,industrial,electric,98338.04533117541
5457,residential,electric,82.51934977167569
5458,residential,electric,194.1927604681085
5459,other,electric,3892.0110978401917
5460,agriculture,electric,712.2013235821742
5461,other,electric,3928.2140511186694
5462,residential,electric,108.10981100350882
5463,residential,electric,146.58238761012933
5464,commercial,electric,1535.0681625030718
5465,residential,electric,208.20466002890794
5466,commercial,electric,1552.1780388436082
5467,residential,electric,189.71514498207085
5468,residential,electric,208.35035683387483
5469,industrial,electric,52463.95029744309
5470,commercial,electric,1468.3071944106568
5471,residential,electric,160.56315652528804
5472,residential,electric,156.47309002897964
5473,residential,electric,73.3264187942411
5474,residential,electric,180.6812310514228
5475,agriculture,electric,486.8241204346662
5476,residential,electric,94.05595512741128
5477,residential,electric,142.85305339716973
5478,residential,electric,199.1926042171027
5479,agriculture,electric,809.1101428285292
5480,residential,electric,258.8897076867472
5481,commercial,electric,2332.690798323436
5482,commercial,electric,900.3269582616552
5483,agriculture,electric,658.4951140635719
5484,commercial,electric,1155.0116621963678
5485,residential,electric,224.9598028590443
5486,agriculture,electric,909.9813226672863
5487,commercial,electric,1545.5203456665085
5488,residential,electric,210.90098376544236
5489,commercial,electric,2358.7921061018274
5490,residential,electric,179.71170904780342
5491,commercial,electric,1376.8843421546906
5492,residential,electric,135.01237261186725
5493,commercial,electric,1312.7687983133462
5494,industrial,electric,91520.1113730377
5495,commercial,electric,1954.617290251867
5496,industrial,electric,97596.27292571544
5497,other,electric,6044.269991727285
5498,residential,electric,268.3223168999204
5499,commercial,electric,1371.846459015701
5500,industrial,electric,71980.46063900548
5501,residential,electric,149.11716703460536
5502,commercial,electric,1006.4004805612349
5503,residential,electric,207.204507728169
5504,commercial,electric,716.1759660846246
5505,residential,electric,245.00675400152784
5506,residential,electric,150.12010073151592
5507,residential,electric,182.02015536623745
5508,residential,electric,239.63393978792195
5509,industrial,electric,41651.83909817858
5510,residential,electric,133.39162110386903
5511,residential,electric,159.3570184780303
5512,agriculture,electric,728.2198173568138
5513,industrial,electric,8361.1780770272
